undefined0,-0.009064
1,-0.025574
2,-0.030975
3,-0.033295
4,-0.032440
5,-0.018372
6,-0.017883
7,0.001190
8,-0.015625
9,0.010803
10,0.006622
11,0.011047
12,0.015137
13,0.012329
14,0.015442
15,0.016113
16,0.022919
17,0.036591
18,0.037109
19,0.029816
20,0.022675
21,0.021027
22,0.008820
23,0.016327
24,0.018433
25,0.003357
26,0.001587
27,-0.011108
28,-0.021545
29,-0.022583
30,-0.003693
31,-0.011566
32,-0.013489
33,-0.006592
34,0.016144
35,0.014526
36,0.017670
37,0.018494
38,0.028412
39,0.012421
40,0.010345
41,0.011230
42,0.011902
43,0.006134
44,0.023010
45,0.004181
46,0.021301
47,0.016266
48,0.016785
49,0.023529
50,0.024658
51,0.025940
52,0.020172
53,0.007416
54,0.018280
55,0.006622
56,0.022766
57,-0.003571
58,0.012817
59,0.009399
60,0.000671
61,0.004700
62,0.003265
63,0.005310
64,0.004486
65,0.018463
66,0.000000
67,0.021881
68,0.018097
69,-0.000946
70,-0.005066
71,0.000916
72,-0.022858
73,-0.011414
74,-0.017487
75,-0.025360
76,-0.020599
77,-0.027679
78,-0.009430
79,-0.011414
80,0.003510
81,0.004364
82,0.009430
83,0.022247
84,0.028534
85,0.016724
86,0.026184
87,0.006195
88,0.018341
89,0.009796
90,0.000824
91,0.000183
92,-0.013336
93,-0.003296
94,-0.000244
95,-0.001831
96,0.006104
97,-0.002930
98,0.003998
99,-0.009583
100,-0.012177
101,-0.012115
102,-0.018677
103,-0.031708
104,-0.032593
105,-0.047089
106,-0.047241
107,-0.027222
108,-0.030792
109,-0.031158
110,-0.027893
111,-0.019989
112,-0.020142
113,-0.024811
114,-0.010681
115,-0.009430
116,-0.016357
117,-0.012573
118,-0.005981
119,-0.016113
120,-0.005859
121,-0.010376
122,0.002502
123,-0.003693
124,-0.001373
125,-0.000153
126,0.023590
127,0.033051
128,0.015900
129,-0.019135
130,0.001434
131,0.002777
132,0.009399
133,0.009430
134,-0.001160
135,0.001709
136,-0.006348
137,-0.004211
138,-0.005005
139,0.011414
140,-0.003998
141,0.017151
142,0.024261
143,0.015228
144,0.022919
145,0.030029
146,0.024048
147,0.021454
148,0.012634
149,0.016449
150,0.009338
151,0.005554
152,-0.003967
153,-0.006897
154,-0.012512
155,-0.015228
156,-0.021210
157,-0.022675
158,-0.019196
159,-0.004272
160,-0.026855
161,-0.022278
162,-0.025879
163,-0.023376
164,-0.015411
165,-0.025848
166,-0.016846
167,-0.006805
168,-0.021088
169,0.003113
170,-0.004852
171,0.006287
172,0.016083
173,0.017365
174,-0.006775
175,0.027008
176,0.002075
177,0.009857
178,0.007782
179,0.007050
180,0.018982
181,0.006226
182,0.020020
183,0.034027
184,0.040985
185,0.045044
186,0.044312
187,0.047913
188,0.041260
189,0.041748
190,0.044434
191,0.030609
192,0.022339
193,0.007690
194,0.001862
195,-0.008698
196,-0.020264
197,-0.016785
198,-0.048004
199,-0.045837
200,-0.051758
201,-0.055206
202,-0.062927
203,-0.044739
204,-0.046539
205,-0.031830
206,-0.019897
207,-0.022888
208,-0.017517
209,-0.019531
210,-0.021454
211,-0.015594
212,-0.022705
213,-0.017212
214,-0.005432
215,-0.004364
216,-0.000885
217,-0.004547
218,0.000580
219,0.009583
220,-0.000885
221,-0.008698
222,0.003265
223,-0.000610
224,0.003632
225,0.006836
226,-0.000549
227,-0.000183
228,0.006287
229,0.014099
230,0.011993
231,0.008331
232,0.018219
233,0.003845
234,0.013763
235,0.011444
236,0.011780
237,0.016296
238,0.012085
239,0.009857
240,0.000153
241,-0.000793
242,-0.004272
243,0.003754
244,-0.000366
245,-0.007690
246,-0.011749
247,-0.002991
248,-0.027008
249,-0.001404
250,-0.000641
251,0.002411
252,0.000610
253,0.008209
254,-0.004456
255,-0.003906
256,-0.018280
257,-0.029266
258,-0.014252
259,-0.008453
260,0.004089
261,0.000946
262,0.015350
263,0.006073
264,0.011536
265,0.000793
266,-0.003510
267,-0.002899
268,-0.008606
269,-0.020020
270,-0.010895
271,-0.009186
272,-0.007935
273,-0.019806
274,-0.023712
275,-0.019958
276,-0.011932
277,-0.021027
278,-0.025757
279,-0.018463
280,-0.013885
281,-0.021729
282,-0.023651
283,-0.024475
284,0.004456
285,-0.000275
286,0.005646
287,0.020386
288,-0.000061
289,0.002441
290,0.014862
